Comentario;sentiment
O teclado tá com uma boa sensação e facilita a digitação prolongada.;Neutro
O teclado tá com uma resposta boa e é confortável para digitar.;Neutro
O teclado tá com uma resposta boa, ideal para quem escreve muito.;Neutro
O teclado tá com uma sensação boa e é ideal para longas sessões de digitação.;Neutro
O teclado tá confortável e é ótimo para digitar por longas horas.;Neutro
O teclado tá confortável, ótimo para quem passa muito tempo digitando.;Neutro
O teclado tem uma resposta tátil que muitos usuários acharam confortável.;Neutro
O tempo de entrega foi nada demais e o item chegou em como pedido, sem apresentar problemas durante o processo de envio.;Neutro
O tempo foi rápido, enquanto a máquina e o mouse, deixaram a desejam, o mouse é duro de clickar e o monitor é simples demais.;Neutro
O trabalho de criação da máquina virtual foi executado corretamente, e o suporte técnico foi adequado e útil.;Neutro
O valor cobrado pelo produto é razoável e está alinhado com o que é oferecido no mercado. No entanto, a qualidade do produto possui alguns problemas que podem ser relevantes para quem está considerando a compra.;Neutro
O valor do computador é um pouco alto, mas a performance corresponde às expectativas, sem ser excepcional.;Neutro
O valor do computador poderia ser mais baixo, porém o desempenho é razoável e atende às expectativas.;Neutro
O valor do produto está dentro de um intervalo aceitável, mas é necessário mencionar que a qualidade não é totalmente satisfatória, com alguns problemas que podem afetar seu desempenho.;Neutro
O valor do produto pode parecer alto, mas a qualidade é boa e justifica o preço pedido.;Neutro
O valor é um pouco exagerado, porém a performance não decepciona.;Neutro
Os serviços de TI foram entregues sem grandes atrasos e a instalação foi realizada conforme o cronograma, no entanto, a qualidade de alguns ajustes deixou a desejar.;Neutro
Pô, o computador novo veio com um erro na configuração, mas a galera resolveu.;Neutro
Poderia ser mais barato, mas o desempenho e a qualidade são adequados para o que se propõe.;Neutro
Poderia ser melhor. Mas está como disseram que seria.;Neutro
Precisamos revisar a compatibilidade das novas peças com o sistema atual.;Neutro
São bons os produtos, porém diante do dinheiro que a empresa tem, a qualidade deixa a desejar.;Neutro
Tudo certo com a criação da VM, mas a resposta do suporte foi um pouco lenta.;Neutro
Tudo correu bem com a criação da VM, porém o suporte poderia ser mais rápido.;Neutro
Usavel.;Neutro
A administração do atendimento ao requisitar novos equipamentos foi de alta qualidade.;Positivo
A administração do atendimento ao solicitar novos equipamentos foi exemplar.;Positivo
A administração do atendimento para novos equipamentos foi eficiente e bem coordenada.;Positivo
A assistência na configuração do novo sistema de segurança foi muito eficaz. A equipe de TI foi ativa e garantiu que todas as medidas de proteção fossem aplicadas corretamente e sem falhas.;Positivo
A assistência para o problema de quedas de internet foi exemplar. A equipe de TI conseguiu identificar a falha e solucioná-la de forma rápida, garantindo uma conexão estável sem mais problemas.;Positivo
A assistência para problemas com a configuração de uma nova estação de trabalho foi excelente. O suporte foi rápido e eficaz, garantindo que tudo estivesse funcionando corretamente.;Positivo
A assistência para problemas com a rede foi ótima. Resolveram tudo sem demorar e o atendimento foi muito bom.;Positivo
A assistência para problemas com a rede local foi excelente. O suporte foi rápido e eficaz, resolvendo todos os problemas sem causar mais interrupções.;Positivo
A assistência para problemas com a rede Wi-Fi foi muito boa. A equipe foi rápida e resolveu o problema de conectividade sem causar maiores transtornos.;Positivo
A assistência para problemas com a sincronização de dados foi muito eficiente. A equipe garantiu que todos os dados fossem sincronizados corretamente e forneceu suporte adicional conforme necessário.;Positivo
A assistência para problemas com o sistema de backup foi ótima. Resolveram tudo rápido e sem problemas.;Positivo
A assistência para problemas com o sistema de gerenciamento de projetos foi muito boa. O suporte foi rápido e garantiu que todos os recursos estivessem operacionais sem problemas.;Positivo
A assistência para problemas de hardware foi muito boa. O técnico foi eficiente e garantiu que todos os equipamentos estivessem funcionando corretamente após a troca.;Positivo
A assistência para problemas de hardware foi ótima. A equipe foi rápida e conseguiu resolver tudo sem dificuldades.;Positivo
A assistência para problemas de hardware foi ótima. O suporte foi rápido e conseguiu resolver tudo sem dificuldades.;Positivo
A assistência para problemas de rede foi excelente. O suporte foi rápido e resolveu o problema de conectividade sem causar outros transtornos.;Positivo
A assistência para troca de computador foi muito boa. O suporte foi rápido e o novo equipamento está funcionando direitinho.;Positivo
A assistência para trocar meu mouse foi ótima. A equipe foi super rápida e eficiente.;Positivo
A assistência técnica ao meu notebook foi rápida e eficiente. Resolveram o problema de forma eficaz e com grande profissionalismo.;Positivo
A assistência técnica para a configuração de novos servidores foi excelente. A equipe foi rápida e garantiu que todos os servidores estivessem funcionando sem problemas.;Positivo
A assistência técnica para a instalação de um novo sistema de telefonia foi muito boa. O suporte foi rápido e garantiu que todos os recursos estivessem funcionando conforme esperado.;Positivo
A assistência técnica para problemas com a configuração de uma máquina foi excelente. O suporte foi rápido e o técnico foi capaz de resolver o problema sem dificuldades.;Positivo
A compra do computador foi uma ótima decisão. O desempenho é excelente e a qualidade do produto é muito boa. Recomendo para quem precisa de um equipamento sólido para trabalho e lazer.;Positivo
A compra do novo computador foi uma excelente escolha. O desempenho é ótimo e a qualidade do produto é muito boa. Recomendo para quem precisa de um equipamento confiável para trabalho e lazer.;Positivo
A compra superou minhas expectativas. O computador tem um desempenho excelente e a qualidade de construção é muito boa. Recomendo fortemente para quem precisa de um equipamento potente e confiável.;Positivo
A conexão com a internet está em boas condições, sem quedas notáveis.;Positivo
A conexão com a internet está estável e não tem apresentado quedas.;Positivo
A conexão com a internet está estável e sem quedas importantes.;Positivo
A conexão com a internet está funcionando corretamente, sem quedas importantes.;Positivo
A conexão com a internet está ok.;Positivo
A conexão com a internet tem estado estável e sem quedas que incomodem.;Positivo
A conexão com a internet tem sido estável e sem interrupções notáveis.;Positivo
A conexão de internet é rápida e geralmente estável.;Positivo
A conexão de internet está firme e não tem tido quedas notáveis.;Positivo
A conexão de internet está funcionando bem e sem problemas de queda.;Positivo
A conexão de internet está funcionando de forma estável e sem interrupções significativas.;Positivo
A conexão de internet está funcionando sem problemas de estabilidade ou quedas.;Positivo
A conexão de internet tem sido consistente e sem quedas importantes.;Positivo
A conexão de internet tem uma velocidade muito boa e a estabilidade é boa na maior parte do tempo.;Positivo
A conexão tem demonstrado uma excelente consistência, proporcionando uma navegação ininterrupta.;Positivo
A conexão tem garantido uma operação contínua e sem quedas, suportando bem todas as atividades digitais.;Positivo
A conexão tem se apresentado bem gerida, com uma manutenção eficiente da velocidade e da qualidade.;Positivo
A conexão tem se destacado pela regularidade e pela eficiência, resultando em menos frustrações e mais produtividade.;Positivo
A conexão tem sido confiável e eficiente, permitindo um acesso contínuo e sem falhas.;Positivo
A configuração da impressora foi realizada rapidamente.;Positivo
A configuração da minha VM foi feita exatamente como eu pedi.;Positivo
A configuração da rede foi concluída sem interrupções.;Positivo
A configuração da VM atendeu a todas as solicitações e está funcionando corretamente.;Positivo
A configuração da VM foi feita conforme as solicitações e está operando corretamente.;Positivo
A configuração do celular foi feita sem problemas e está funcionando bem.;Positivo
A configuração do computador foi realizada de forma correta e rápida.;Positivo
A configuração do novo sistema de gestão foi feita de maneira muito eficiente pela equipe de TI. A instalação foi concluída rapidamente e todas as funções foram verificadas para garantir que estivessem funcionando bem.;Positivo
A configuração do novo sistema de gestão pela equipe de TI foi extremamente eficiente. A instalação foi feita rapidamente e todas as funcionalidades foram cuidadosamente testadas para garantir que estivessem operando corretamente.;Positivo
A configuração do novo sistema de segurança foi bem assistida. A equipe de TI demonstrou proatividade e garantiu que todas as medidas de proteção fossem corretamente implementadas, sem falhas.;Positivo
A configuração do novo sistema de segurança foi tratada com grande eficiência pelo suporte. A equipe de TI foi detalhista e garantiu que todas as medidas de proteção estivessem em pleno funcionamento.;Positivo
A configuração do novo sistema foi feita rapidamente.;Positivo
A configuração do novo software foi realizada de forma rápida e sem complicações. A equipe de suporte foi eficiente e garantiu que todas as funções fossem configuradas corretamente desde o início.;Positivo
